Classifier,Feature Type,Accuracy,Balanced Accuracy,Precision,Recall,F1-score,Dataset
KNeighborsClassifier,TF-IDF,0.529947917,0.515625,0.545666176,0.529947917,0.535732602,FreeDesktop
KNeighborsClassifier,DistilBERT,0.572916667,0.528472222,0.559312447,0.572916667,0.564147192,FreeDesktop
KNeighborsClassifier,GCN,0.55859375,0.505902778,0.537283786,0.55859375,0.543940808,FreeDesktop
KNeighborsClassifier,RNN,0.571614583,0.509375,0.541532071,0.571614583,0.547895726,FreeDesktop
MultinomialNB,TF-IDF,0.62109375,0.519791667,0.576343534,0.62109375,0.540065645,FreeDesktop
MultinomialNB,DistilBERT,0.62890625,0.520486111,0.596486116,0.62890625,0.532656244,FreeDesktop
MultinomialNB,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MultinomialNB,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
MLPClassifier,TF-IDF,0.615885417,0.549652778,0.58916292,0.615885417,0.587793799,FreeDesktop
MLPClassifier,DistilBERT,0.600260417,0.542013889,0.576596629,0.600260417,0.580064641,FreeDesktop
MLPClassifier,GCN,0.513020833,0.465972222,0.497909074,0.513020833,0.504076117,FreeDesktop
MLPClassifier,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
RandomForestClassifier,TF-IDF,0.609375,0.5375,0.577488688,0.609375,0.574918325,FreeDesktop
RandomForestClassifier,DistilBERT,0.61328125,0.511458333,0.557356783,0.61328125,0.530582462,FreeDesktop
RandomForestClassifier,GCN,0.62109375,0.498263889,0.497254552,0.62109375,0.483529548,FreeDesktop
RandomForestClassifier,RNN,0.536458333,0.504166667,0.535167617,0.536458333,0.535799263,FreeDesktop
SVC,TF-IDF,0.622395833,0.515972222,0.576213819,0.622395833,0.530216874,FreeDesktop
SVC,DistilBERT,0.591145833,0.50625,0.540342841,0.591145833,0.538515358,FreeDesktop
SVC,GCN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
SVC,RNN,0.625,0.5,0.390625,0.625,0.480769231,FreeDesktop
KNeighborsClassifier,TF-IDF,0.580729167,0.506479677,0.539836798,0.580729167,0.544306025,FreeDesktop
KNeighborsClassifier,DistilBERT,0.58984375,0.543267873,0.574988583,0.58984375,0.579690189,FreeDesktop
KNeighborsClassifier,GCN,0.559895833,0.503198186,0.535233504,0.559895833,0.542425301,FreeDesktop
KNeighborsClassifier,RNN,0.546875,0.492803176,0.524567235,0.546875,0.531985556,FreeDesktop
MultinomialNB,TF-IDF,0.630208333,0.52419828,0.596600337,0.630208333,0.542262329,FreeDesktop
MultinomialNB,DistilBERT,0.626302083,0.521782436,0.586050003,0.626302083,0.541258594,FreeDesktop
MultinomialNB,GCN,0.626302083,0.5,0.3922543,0.626302083,0.482387994,FreeDesktop
MultinomialNB,RNN,0.626302083,0.5,0.3922543,0.626302083,0.482387994,FreeDesktop
MLPClassifier,TF-IDF,0.591145833,0.514795686,0.550626478,0.591145833,0.552088155,FreeDesktop
MLPClassifier,DistilBERT,0.630208333,0.519982325,0.597782676,0.630208333,0.532598313,FreeDesktop
MLPClassifier,GCN,0.528645833,0.48879005,0.521203655,0.528645833,0.524522109,FreeDesktop
MLPClassifier,RNN,0.626302083,0.5,0.3922543,0.626302083,0.482387994,FreeDesktop
RandomForestClassifier,TF-IDF,0.600260417,0.521369534,0.560072071,0.600260417,0.557945894,FreeDesktop
RandomForestClassifier,DistilBERT,0.618489583,0.512032134,0.563589665,0.618489583,0.528549892,FreeDesktop
RandomForestClassifier,GCN,0.61328125,0.491010308,0.44295528,0.61328125,0.480651392,FreeDesktop
RandomForestClassifier,RNN,0.513020833,0.477721356,0.510953173,0.513020833,0.511957993,FreeDesktop
SVC,TF-IDF,0.6328125,0.520656008,0.609437926,0.6328125,0.530775221,FreeDesktop
SVC,DistilBERT,0.626302083,0.540754236,0.593176844,0.626302083,0.575219283,FreeDesktop
SVC,GCN,0.626302083,0.5,0.3922543,0.626302083,0.482387994,FreeDesktop
SVC,RNN,0.626302083,0.5,0.3922543,0.626302083,0.482387994,FreeDesktop
